year,debt_closed,debt_open,primary_deficit_closed,primary_deficit_open,capital,assets,consumption_closed,consumption_open,consumption_chg_closed,consumption_chg_open,anmp,r
2148.0,2.1967531813517236,2.039621766968993,-0.013772765912697977,-0.0011252954738238537,8.901623409324134,8.980189116515684,1.4342170795359241,1.4373994417653204,-0.0037450099663081104,-0.0005626477369118366,0.013412763466545005,0.01627277797951633
2149.0,2.196760091321741,2.0396238494675623,-0.013773472511306329,-0.0011255059212891797,8.901619954339125,8.9801880752664,1.4342167470108418,1.4373993365415876,-0.0037453424913904687,-0.0005627529606446746,0.013412773383799592,0.016272797814025505
2150.0,2.196766387744984,2.0396257247420055,-0.0137741163699731,-0.0011256954276635716,8.901616806127505,8.980187137629176,1.4342164440112213,1.4373992417884005,-0.0037456454910109738,-0.0005628477138317489,0.013412782420491626,0.01627281588740956
2151.0,2.1967721250994403,2.0396274134126684,-0.013774703059492898,-0.0011258660767416186,8.901613937450277,8.980186293293844,1.4342161679154315,1.4373991564638615,-0.00374592158680076,-0.0005629330383707387,0.013412790654806966,0.016272832356040254
2152.0,2.196777353025854,2.0396289340480176,-0.013775237656015541,-0.0011260197449648208,8.901611323487069,8.980185532976169,1.4342159163346244,1.4373990796297498,-0.003746173167607836,-0.0005630098724824784,0.013412798157989347,0.01627284736240503
2153.0,2.1967821167572437,2.0396303033688183,-0.013775724784967426,-0.0011261581220547666,8.901608941621374,8.98018484831577,1.4342156870920655,1.4373990104412049,-0.0037464024101667714,-0.0005630790610273717,0.0134128049949567,0.01627286103633971
2154.0,2.1967864575102802,2.039631536431996,-0.013776168661072868,-0.001126282729593156,8.901606771244856,8.98018423178418,1.434215478204298,1.4373989481374356,-0.003746611297934299,-0.0005631413647966266,0.013412811224862833,0.016272873496151988
2155.0,2.1967904128419127,2.0396326467962,-0.0137765731248217,-0.0011263949377529716,8.90160479357904,8.98018367660208,1.434215287863982,1.4373988920333558,-0.0037468016382502523,-0.0005631974688764529,0.013412816901609281,0.016272884849644897
2156.0,2.196794016974328,2.0396336466708913,-0.013776941675698717,-0.0011264959803647745,8.901602991512831,8.980183176664733,1.434215114424256,1.4373988415120498,-0.003746975077976167,-0.0005632479901824805,0.013412822074311617,0.016272895195049555
2157.0,2.1967973010910535,2.0396345470506003,-0.013777277502462526,-0.0011265869684837914,8.901601349454468,8.98018272647488,1.4342149563844873,1.4373987960179904,-0.003747133117744994,-0.0005632934842418891,0.013412826787724388,0.016272904621875098
2158.0,2.1968002936067705,2.0396353578358197,-0.013777583510735778,-0.0011266689026069748,8.901599853196611,8.980182321082268,1.4342148123772878,1.4373987550509288,-0.0037472771249444925,-0.00056333445130341,0.013412831082628349,0.01627291321168302
2159.0,2.1968030204131654,2.0396360879418682,-0.013777862348145561,-0.0011267426836743754,8.901598489793413,8.980181956029243,1.4342146811566827,1.437398718160395,-0.003747408345549541,-0.0005633713418371489,0.013412834996183315,0.016272921038792937
2160.0,2.1968055051029554,2.0396367453969244,-0.013778116427231476,-0.0011268091229757952,8.901597247448517,8.980181627301716,1.43421456158733,1.4373986849407443,-0.0037475279149021823,-0.0005634045614879568,0.013412838562249618,0.01627292817092557
2161.0,2.196807769174018,2.0396373374303036,-0.013778347946319597,-0.0011268689510716562,8.901596115412987,8.980181331285028,1.4342144526346972,1.4373986550266964,-0.003747636867535098,-0.0005634344755358622,0.013412841811681148,0.016272934669788616
2162.0,2.196809832215397,2.0396378705519496,-0.013778558908542996,-0.0011269228258261742,8.901595083892298,8.980181064724206,1.4342143533561098,1.4373986280893192,-0.003747736146122449,-0.0005634614129130799,0.01341284477259222,0.01627294059161076
2163.0,2.1968117120767934,2.039638350624019,-0.013778751139173331,-0.0011269713396411737,8.9015941439616,8.980180824688171,1.434214262892595,1.4373986038324116,-0.0037478266096373503,-0.0005634856698206736,0.013412847470600842,0.016272945987628018
2164.0,2.196813425023004,2.039638782925341,-0.013778926301413544,-0.0011270150259700838,8.901593287488494,8.980180608537509,1.4342141804614499,1.4373985819892472,-0.003747909040782371,-0.000563507512985062,0.013412849929050424,0.016272950904527156
2165.0,2.1968149858746493,2.0396391722094602,-0.013779085910788249,-0.0011270543651837417,8.90159250706267,8.980180413895448,1.434214105349469,1.4373985623196404,-0.0037479841527632285,-0.0005635271825918942,0.01341285216921162,0.01627295538484956
2166.0,2.196816408136404,2.0396395227569086,-0.01377923134825638,-0.0011270897898525074,8.901591795931793,8.980180238621724,1.4342140369067737,1.437398544607306,-0.0037480525954585175,-0.0005635448949261601,0.013412854210466507,0.01627295946735932
2167.0,2.1968177041138426,2.039639838422274,-0.013779363872159528,-0.0011271216895027665,8.901591147943074,8.98018008078904,1.4342139745411893,1.4373985286574809,-0.003748114961042992,-0.0005635608447513984,0.013412856070476181,0.01627296318737867
2168.0,2.1968188850199097,2.0396401226765835,-0.013779484629109339,-0.001127150414900127,8.90159055749004,8.980179938661886,1.4342139177131206,1.4373985142947823,-0.0037481717891116872,-0.0005635752074499845,0.013412857765333575,0.01627296657709347
2169.0,2.196819961071938,2.039640378645471,-0.013779594663908221,-0.0011271762819064048,8.901590019464026,8.980179810677441,1.4342138659308845,1.4373985013612791,-0.003748223571347742,-0.0005635881409531418,0.013412859309702763,0.016272969665831846
2170.0,2.196820941580047,2.039640609143547,-0.013779694928589145,-0.001127199574952812,8.901589529209971,8.980179695428403,1.4342138187464553,1.4373984897147558,-0.0037482707557769945,-0.0005635997874764431,0.013412860716945738,0.016272972480317796
2171.0,2.196821835027699,2.039640816705347,-0.013779786290652794,-0.0011272205501675352,8.901589082486145,8.980179591647502,1.4342137757515874,1.4373984792271486,-0.0037483137506448827,-0.0005636102750836702,0.01341286199923808,0.01627297504490248
2172.0,2.1968226491450977,2.039641003613201,-0.013779869540573319,-0.0011272394381920982,8.901588675427446,8.980179498193575,1.4342137365742846,1.4373984697831361,-0.003748352927947618,-0.0005636197190961312,0.013412863167674288,0.01627297738177491
2173.0,2.1968233909760726,2.0396411719223306,-0.013779945398637639,-0.0011272564467174743,8.901588304511959,8.980179414039009,1.4342137008755804,1.4373984612788735,-0.003748388626651833,-0.0005636282233587586,0.013412864232363791,0.01627297951115389
2174.0,2.1968240669390218,2.0396413234834476,-0.013780014521177471,-0.0011272717627678378,8.901587966530485,8.980179338258452,1.434213668346606,1.4373984536208484,-0.003748421155626236,-0.0005636358813838616,0.013412865202518331,0.016272981451462984
2175.0,2.196824682882446,2.0396414599631045,-0.013780077506248009,-0.0011272855547570636,8.901587658558773,8.980179270018624,1.434213638705917,1.4373984467248537,-0.0037484507963152502,-0.0005636427773785258,0.013412866086531805,0.016272983219489917
