index,fraction,debt,capital,income,year
108,1,2.459699508064,7.540300491936,-0.019291222175763255,2134.0
109,1,2.4598344966218546,7.540165503378145,-0.019303064175481832,2135.0
110,1,2.4599600611675254,7.540039938832475,-0.019314079318634342,2136.0
111,1,2.460076859904461,7.539923140095539,-0.019324325372540942,2137.0
112,1,2.4601855050272143,7.539814494972786,-0.01933385606425715,2138.0
113,1,2.4602865659425905,7.5397134340574095,-0.019342721363746512,2139.0
114,1,2.460380572264595,7.5396194277354045,-0.019350967747126004,2140.0
115,1,2.460468016599156,7.539531983400844,-0.019358638441398228,2141.0
116,1,2.4605493571334556,7.539450642866544,-0.01936577365198013,2142.0
117,1,2.4606250200436492,7.539374979956351,-0.019372410774247055,2143.0
118,1,2.4606954017337737,7.539304598266226,-0.01937858459022131,2144.0
119,1,2.4607608709177273,7.539239129082272,-0.019384327451454502,2145.0
120,1,2.4608217705553694,7.53917822944463,-0.019389669449078432,2146.0
121,1,2.460878419652998,7.539121580347002,-0.01939463857192903,2147.0
122,1,2.460931114937737,7.539068885062263,-0.01939926085358337,2148.0
123,1,2.460980132414702,7.5390198675852975,-0.01940356050909171,2149.0
124,1,2.461025728815159,7.538974271184841,-0.019407560062128185,2150.0
125,1,2.4610681429433474,7.538931857056653,-0.019411280463235273,2151.0
126,1,2.4611075969290632,7.538892403070937,-0.01941474119978776,2152.0
127,1,2.461144297392622,7.538855702607378,-0.01941796039825732,2153.0
128,1,2.461178436528338,7.538821563471663,-0.019420954919319642,2154.0
129,1,2.461210193112234,7.538789806887766,-0.019423740446305317,2155.0
130,1,2.461239733439294,7.538760266560706,-0.01942633156746211,2156.0
131,1,2.4612672121951875,7.538732787804813,-0.019428741852463134,2157.0
132,1,2.46129277326706,7.5387072267329405,-0.019430983923563117,2158.0
133,1,2.4613165504976573,7.538683449502343,-0.019433069521779228,2159.0
134,1,2.46133866838674,7.53866133161326,-0.019435009568444087,2160.0
135,1,2.4613592427434923,7.538640757256507,-0.019436814222455717,2161.0
136,1,2.4613783812933385,7.538621618706662,-0.019438492933525828,2162.0
137,1,2.461396184242368,7.538603815757632,-0.01944005449170587,2163.0
138,1,2.46141274480233,7.53858725519767,-0.019441507073452456,2164.0
